id,SGBH,DMSM1,SGDD,SGFSSJ
1,3.10118E+15,伤人事故,泗陈公路出佘北公路东约2米,2014/8/29 18:30
2,3.10118E+15,死亡事故,嘉松中路出华隆路南约3000米,2014/8/12 22:55
3,3.10116E+15,死亡事故,大川公路进周祝公路北约500米,2015/4/15 8:10
4,3.10112E+15,死亡事故,苏召路立跃路北约200米,2014/11/26 11:50
5,3.10116E+15,死亡事故,港城路出杨高北路西约300米,2014/9/11 15:05
6,3.10116E+15,死亡事故,康新公路进新卫路南约40米,2014/7/2 7:18
7,3.10117E+15,死亡事故,新绿街进新绿街新颖路西约150米,2014/7/5 8:06
8,3.10109E+15,伤人事故,江场西路原平路东约5米,2014/7/23 12:40
9,3.10117E+15,财产损失事故,辰花公路出光星路西约100米,2014/7/19 10:35
10,3.10109E+15,死亡事故,天目中路大统路东约1米,2014/7/7 20:17
11,3.1023E+15,死亡事故,协定公路协津公路西约500米,2014/9/25 16:15
12,3.10112E+15,死亡事故,剑川路进莲花南路东约300米,2014/7/7 23:39
13,3.10115E+15,死亡事故,御青路京浦路西约20米,2014/7/21 17:22
14,3.10117E+15,死亡事故,塔闵公路出松卫北路西约1000米,2014/7/7 17:25
15,3.10113E+15,死亡事故,沪闵路贵都路南约5米,2014/7/17 18:05
16,3.10113E+15,伤人事故,春西路申旺路南约30米,2014/7/16 22:23
17,3.10118E+15,死亡事故,昆港公路出新港路南约80米,2014/8/23 22:58
18,3.10115E+15,死亡事故,汇成路园西路东约1米,2014/8/3 11:55
19,3.10117E+15,死亡事故,滨湖路出新松江路南约100米,2014/7/11 15:33
20,3.10115E+15,死亡事故,外钱公路进墨玉北路东约300米,2014/10/30 22:50
21,3.10115E+15,死亡事故,东川公路上川路北约600米,2014/9/18 19:25
22,3.10112E+15,伤人事故,春都路都庄路东约100米,2014/9/3 12:16
23,3.10117E+15,死亡事故,嘉松南路沈砖公路东北约20米,2014/7/9 19:34
24,3.10113E+15,伤人事故,三鲁公路立跃路北约400米,2014/8/24 20:07
25,3.10113E+15,伤人事故,联跃路浦星公路东约0米,2014/7/20 22:04
26,3.10112E+15,死亡事故,沪闵路莘建路南约300米,2014/7/6 20:51
27,3.10112E+15,伤人事故,立跃路立民路北约0米,2014/7/29 11:37
28,3.10109E+15,死亡事故,共和新路出彭江路北约100米,2014/7/21 10:34
29,3.10118E+15,伤人事故,方泗公路进九干路南约200米,2014/7/18 17:45
30,3.10111E+15,死亡事故,政立路淞沪路东北约1米,2014/10/23 9:23
31,3.10115E+15,死亡事故,张杨北路航津路东约10米,2014/8/5 17:09
32,3.10115E+15,死亡事故,张东路祖冲之路东约1米,2014/9/11 19:57
33,3.10113E+15,伤人事故,漕宝路进龙茗路东约100米,2014/7/6 21:58
34,3.10115E+15,死亡事故,东高路张杨北路西约5米,2014/10/4 7:15
35,3.10301E+15,伤人事故,沪渝高速北侧中春路下匝道后约1000米,2014/7/20 22:25
36,3.10115E+15,死亡事故,五洲大道北侧申江路上匝道,2014/7/2 21:40
37,3.10116E+15,死亡事故,金展路林贤路南约200米,2014/8/6 8:56
38,3.10118E+15,伤人事故,沪昆高速北侧36km约900米,2014/7/3 3:30
39,3.10118E+15,死亡事故,崧泽大道出赵重公路东约1500米,2014/8/2 21:38
40,3.10106E+15,死亡事故,北翟路出剑河路西约100米,2014/7/14 15:28
41,3.10117E+15,死亡事故,玉树路进兴仓路北约80米,2014/7/12 19:40
42,3.10114E+15,伤人事故,外环高速东侧85km约200米,2014/7/23 4:05
43,3.10114E+15,死亡事故,恒高路进江杨南路东约30米,2014/8/29 18:32
44,3.10118E+15,死亡事故,嘉松中路纪鹤公路西北约10米,2014/7/23 8:01
45,3.10112E+15,死亡事故,老沪闵路进华泾路西约200米,2014/7/4 10:50
46,3.10118E+15,死亡事故,新胜路进白石公路南约500米,2014/7/26 0:57
47,3.10105E+15,死亡事故,龙吴路银都路西北约20米,2014/7/16 10:07
48,3.10118E+15,死亡事故,申港路出华磊路南约500米,2014/8/3 20:15
49,3.10112E+15,伤人事故,吴中路出环镇西路东约100米,2014/9/27 7:10
50,3.10113E+15,死亡事故,泰和西路富长路东约500米,2014/7/31 17:35
51,3.10115E+15,死亡事故,永盛路希望路东约1米,2014/8/6 15:35
52,3.10116E+15,死亡事故,申江南路周祝公路(南)南约30米,2014/7/2 1:00
53,3.10115E+15,死亡事故,高科中路伽利略路东约1米,2014/9/21 22:32
54,3.10115E+15,死亡事故,宝钱公路沪宜公路北约1米,2014/8/30 6:40
55,3.10116E+15,死亡事故,南团公路进宣黄公路南约300米,2014/9/27 18:10
56,3.10112E+15,死亡事故,联友路周泾路东北约5米,2014/7/22 17:09
57,3.1011E+15,伤人事故,周家嘴路公平路南约00米,2014/7/21 15:15
58,3.10113E+15,死亡事故,其他路大华路301弄83号,2014/7/8 9:29
59,3.10117E+15,死亡事故,同利路进盛龙路西约500米,2014/8/12 9:55
60,3.10117E+15,死亡事故,卫六路进板桥西路南约100米,2014/10/14 17:54
61,3.10116E+15,死亡事故,栏学路科农路东约1米,2014/9/23 10:10
62,3.10113E+15,死亡事故,宝安公路进联杨路西约200米,2014/7/30 9:16
63,3.10115E+15,死亡事故,金昌西路老翔黄路西约300米,2014/8/21 12:45
64,3.10117E+15,伤人事故,九泾路进沧泾路北约200米,2014/8/10 21:00
65,3.10117E+15,死亡事故,亭枫公路金石公路东约50米,2014/9/17 12:14
66,3.10112E+15,伤人事故,银都路景洪路西约200米,2014/9/29 21:50
67,3.10116E+15,死亡事故,川周公路秀浦路西约10米,2014/7/21 3:46
68,3.10114E+15,死亡事故,曹安公路出淞阳南路西约300米,2014/8/19 19:35
69,3.10116E+15,死亡事故,沪南公路康新公路东约5米,2014/7/4 12:25
70,3.10118E+15,死亡事故,沪昆高速北侧47km约200米,2014/7/7 14:33
71,3.10115E+15,死亡事故,新建一路澄浏公路南约30米,2014/7/9 8:43
72,3.10116E+15,死亡事故,上丰路进金丰路南约1米,2014/7/10 17:59
73,3.10118E+15,死亡事故,杜村公路出友爱路北约1000米,2014/7/12 11:07
74,3.10114E+15,死亡事故,嘉罗公路迎园中路北约10米,2014/8/25 13:35
75,3.10111E+15,死亡事故,营口路出佳木斯路北约150米,2014/11/17 6:30
76,3.10112E+15,伤人事故,七莘路润虹路东北约0米,2014/7/22 9:10
77,3.10115E+15,死亡事故,其他路航头镇海桥村,2014/7/13 16:50
78,3.10118E+15,死亡事故,文翔路辰塔路西约5米,2014/7/27 11:32
79,3.10117E+15,伤人事故,场东路出莘松路南约100米,2014/9/18 19:22
80,3.10118E+15,死亡事故,沪青平公路进高泾路东约5米,2014/7/17 10:08
81,3.10115E+15,死亡事故,巨峰路进申江路东约400米,2014/8/14 17:15
82,3.10117E+15,死亡事故,中山中路出人民南路(东)东约3米,2014/7/7 3:55
83,3.1023E+15,死亡事故,其他路庙镇合中村路,2014/7/14 15:10
84,3.10117E+15,死亡事故,荣乐东路松东路东约10米,2014/7/4 20:05
85,3.10113E+15,伤人事故,沪闵路新苗路北约5米,2014/7/30 6:17
86,3.10114E+15,死亡事故,宝祁路南侧0km约319米,2014/8/13 14:42
87,3.10114E+15,死亡事故,川路联谊路路口,2014/7/9 6:20
88,3.10116E+15,死亡事故,靖海路进人民东路南约50米,2014/7/6 3:08
89,3.10117E+15,死亡事故,漕廊公路进沪杭公路西约50米,2014/9/17 2:27
90,3.10116E+15,死亡事故,亭枫公路新顺路西约150米,2014/9/16 7:15
91,3.10115E+15,死亡事故,下盐路军港公路东约1米,2014/8/28 8:25
92,3.10112E+15,死亡事故,浦星公路出沈杜公路南约100米,2014/7/9 3:44
93,3.10118E+15,伤人事故,莘砖公路同乐路北约3米,2014/8/20 4:18
94,3.10116E+15,死亡事故,川南奉公路进东大公路北约1000米,2014/7/6 12:20
95,3.10108E+15,死亡事故,古浪路进真南路东约100米,2014/7/26 2:40
96,3.10117E+15,死亡事故,沪昆高速出沪方向新桥入口匝道,2014/7/7 16:55
97,3.10116E+15,死亡事故,普庆路进德兴街东约1米,2014/7/1 19:12
98,3.10107E+15,死亡事故,交通路进泾惠路西约150米,2014/10/12 0:26
99,3.10111E+15,死亡事故,周家嘴路出许昌路西约20米,2014/9/14 11:25
100,3.10118E+15,死亡事故,天辰路向阳河路西约5米,2014/9/5 19:13
101,3.10117E+15,死亡事故,金石公路出亭枫公路南约300米,2014/10/2 10:03
102,3.10112E+15,伤人事故,浦放路进鲁陈路西约1500米,2014/7/28 13:11
103,3.10116E+15,死亡事故,川沙路储七路东约1米,2014/12/12 18:09
104,3.10221E+15,死亡事故,杨高北一路出港华路南约100米,2014/10/1 10:35
105,3.10112E+15,死亡事故,中春路顾戴路北约5米,2014/8/11 9:42
106,3.10114E+15,伤人事故,藻南路江杨南路路口,2014/7/11 16:30
107,3.10117E+15,伤人事故,泗凤公路新家园路东约1米,2014/9/22 22:52
108,3.10116E+15,死亡事故,巨峰路进申江路东约10米,2014/7/11 17:21
109,3.10115E+15,死亡事故,上丰路进达丰路北约100米,2014/8/22 11:48
110,3.10114E+15,死亡事故,沪宜公路嘉安公路(西)南约1米,2014/9/17 9:19
111,3.10114E+15,死亡事故,宝安公路东侧0km约2165米,2014/10/16 9:18
112,3.10116E+15,死亡事故,海霞路进川南奉公路东约80米,2014/7/23 18:10
113,3.10115E+15,死亡事故,芦五公路妙香路东约5米,2014/8/1 9:33
114,3.10115E+15,死亡事故,周祝公路进南六公路西约50米,2014/9/10 15:07
115,3.10115E+15,死亡事故,上海绕城高速南侧上海绕城高速龙东大道南向东下匝道前约50米,2014/7/25 21:50
116,3.10113E+15,死亡事故,江月路浦星公路北约0米,2014/8/3 14:50
117,3.10118E+15,死亡事故,光星路茸平路南约5米,2014/8/4 18:20
118,3.10118E+15,死亡事故,叶新公路进许村公路西约500米,2014/7/12 8:14
119,3.10116E+15,死亡事故,亭枫公路兴豪路东约500米,2014/8/26 10:18
120,3.10113E+15,死亡事故,金都路春西路西约10米,2014/10/29 17:20
121,3.10224E+15,死亡事故,富特中路新灵路北约00米,2014/12/3 16:07
122,3.10301E+15,伤人事故,内环高架外侧NW0937约5米,2014/10/3 5:16
123,3.1023E+15,死亡事故,港沿公路草港公路东约200米,2014/8/15 19:30
124,3.10114E+15,死亡事故,京沪高速东侧1207.4km约1米,2014/9/22 3:00
125,3.10113E+15,伤人事故,沪青平公路七莘路南约5米,2014/8/14 7:26
126,3.10112E+15,死亡事故,虹梅南路出元江路北约150米,2014/10/4 12:40
127,3.10119E+15,死亡事故,沈海高速东侧1282km约300米,2014/10/27 22:05
128,3.10114E+15,死亡事故,宝杨路淞宝路路口,2014/10/28 7:48
129,3.10231E+15,死亡事故,陈海公路出前竖公路北约10米,2014/8/18 7:40
130,3.10113E+15,伤人事故,沪青平公路申昆路西北约10米,2014/11/13 17:44
131,3.10114E+15,死亡事故,京沪高速东侧1218km约200米,2014/7/22 2:10
132,3.10115E+15,死亡事故,拱极东路盐大路东约1米,2014/7/28 10:25
133,3.10118E+15,死亡事故,崧泽大道外青松公路东约5米,2014/10/6 9:55
134,3.10301E+15,伤人事故,中环高架内侧ZN0906约0米,2014/9/11 12:01
135,3.10117E+15,伤人事故,嘉松南路泗陈公路北约10米,2014/8/19 20:54
136,3.10118E+15,死亡事故,松东路进环城路北约150米,2014/9/14 3:18
137,3.10112E+15,伤人事故,陈行公路浦星公路北约0米,2014/9/22 21:00
138,3.10116E+15,死亡事故,金廊公路朱吕公路南约3000米,2014/8/31 15:50
139,3.10112E+15,死亡事故,沈杜公路浦星公路东约0米,2014/10/18 21:20
140,3.10117E+15,死亡事故,香闵路进香车路南约20米,2014/7/19 20:10
141,3.10117E+15,死亡事故,漕廊公路东贤路东约10米,2014/10/7 18:42
142,3.10119E+15,死亡事故,久业路出北青公路北约100米,2014/7/19 23:15
143,3.10115E+15,死亡事故,妙境路进青厦路南约30米,2014/7/16 11:39
144,3.10115E+15,死亡事故,上川路华东路东北约15米,2014/8/25 11:12
145,3.10112E+15,死亡事故,沪闵路北松公路南约50米,2014/8/8 11:20
146,3.10116E+15,死亡事故,川周公路平川路南约20米,2014/10/22 8:20
147,3.10102E+15,死亡事故,打浦路进斜土路北约100米,2014/7/25 8:10
148,3.10114E+15,死亡事故,双丁路德富路西约2米,2014/9/5 15:09
149,3.10115E+15,死亡事故,嘉行公路新建一路北约1米,2014/8/29 23:18
150,3.10121E+15,死亡事故,奉炮公路东侧2km约200米,2014/8/21 22:14
151,3.10104E+15,伤人事故,宛平南路出斜土路南约200米,2014/8/12 0:12
152,3.1012E+15,死亡事故,新四平公路进川南奉公路北约500米,2014/7/13 6:50
153,3.10114E+15,死亡事故,金沙江西路金园一路西约1米,2014/11/12 15:50
154,3.1023E+15,死亡事故,草港公路出陈肺10米,2014/10/23 14:56
155,3.10116E+15,死亡事故,川沙路出上川路南约20米,2014/7/21 7:35
156,3.10116E+15,死亡事故,申江路出锦绣东路北约200米,2014/8/26 23:42
157,3.10114E+15,死亡事故,沈海高速北侧1268km约500米,2014/8/4 22:30
158,3.10113E+15,死亡事故,瑞丰路进丰翔路北约400米,2014/9/30 5:10
159,3.1011E+15,伤人事故,广粤路进广灵四路北约200米,2014/11/18 16:34
160,3.10115E+15,死亡事故,申江南路进古丹路北约500米,2014/7/18 14:09
161,3.10113E+15,死亡事故,龙吴路出北吴路北约100米,2014/8/21 19:26
162,3.1012E+15,死亡事故,新四平公路进川南奉公路南约2米,2014/8/1 4:35
163,3.10118E+15,死亡事故,新府中路进华志路南约1000米,2014/9/30 22:18
164,3.10116E+15,死亡事故,东三里桥路南码头路东约1米,2014/9/7 11:13
165,3.10114E+15,死亡事故,嘉罗公路施曹公路东约500米,2014/9/21 9:07
166,3.10113E+15,死亡事故,立跃路立民路西约0米,2014/10/19 13:12
167,3.10115E+15,死亡事故,嘉安公路嘉松北路西约300米,2014/9/5 20:05
168,3.10114E+15,死亡事故,水产路铁山路路口,2014/10/10 15:35
169,3.10112E+15,伤人事故,昆阳路出江川路北约300米,2014/8/28 19:38
170,3.10108E+15,死亡事故,大渡河路怒江北路北约0米,2014/10/2 23:33
171,3.10121E+15,死亡事故,上塑路进沿钱路东约800米,2014/8/15 9:40
172,3.10112E+15,死亡事故,西环路进闵松路南约300米,2014/9/30 3:59
173,3.10115E+15,死亡事故,同顺大道茂祥路东约5米,2014/11/8 18:30
174,3.10118E+15,死亡事故,袜子弄出中山东路北约150米,2014/7/10 10:48
175,3.10113E+15,死亡事故,外环高速外侧约80km,2014/9/23 23:20
176,3.1011E+15,伤人事故,周家嘴路新建路西约00米,2014/7/16 0:10
177,3.10105E+15,死亡事故,衡山路余庆路东约5米,2014/8/10 6:48
178,3.10107E+15,死亡事故,真南路出红柳路东约50米,2014/8/6 17:52
179,3.1023E+15,死亡事故,草港公路建设公路西约500米,2014/9/24 9:27
180,3.10101E+15,死亡事故,中山南路会馆弄西约0米,2014/8/25 5:20
181,3.10117E+15,死亡事故,山房公路东侧2km约100米,2014/9/13 16:50
182,3.10121E+15,死亡事故,四平公路东侧2km约400米,2014/7/31 20:23
183,3.10113E+15,伤人事故,纪翟路出北青公路北约200米,2014/9/14 13:28
184,3.10105E+15,死亡事故,柳州路出宜山路北约150米,2014/8/6 7:35
185,3.10115E+15,死亡事故,顾唐路上丰路东约1米,2014/10/15 20:20
186,3.10112E+15,伤人事故,莲花南路向阳路北约20米,2014/9/10 18:44
187,3.10121E+15,死亡事故,大叶公路东侧41km约100米,2014/7/2 19:00
188,3.10117E+15,死亡事故,昆港公路进佘天昆公路南约200米,2014/8/11 4:55
189,3.10113E+15,死亡事故,剑川路虹梅南路东约1米,2014/9/23 15:00
190,3.10116E+15,死亡事故,高科东路顾唐路东约1米,2014/7/31 17:38
191,3.10118E+15,死亡事故,漕盈公路清河湾路(南)南约5米,2014/9/5 17:45
192,3.10112E+15,死亡事故,莲花南路出东川路南约500米,2014/9/19 17:48
193,3.10115E+15,死亡事故,申江南路川周公路南约5米,2014/7/18 8:23
194,3.10114E+15,死亡事故,沪太公路月罗公路路口,2014/7/9 5:14
195,3.10118E+15,死亡事故,大叶公路进车亭公路东约2700米,2014/9/19 2:50
196,3.10116E+15,死亡事故,外环高速西侧外环高速内侧长清路下匝道前约20米,2014/9/12 19:49
197,3.10118E+15,死亡事故,佘北公路桃源路北约80米,2014/8/13 3:00
198,3.10109E+15,伤人事故,西藏北路进南山路南约10米,2014/8/17 19:58
199,3.10114E+15,死亡事故,殷高西路高境路西约1米,2014/8/9 5:05
200,3.1012E+15,死亡事故,新四平公路海杰路东约200米,2014/10/10 21:00
201,3.10115E+15,死亡事故,杨高北路进胶东路北约80米,2014/11/14 20:02
202,3.10117E+15,死亡事故,沈海高速东侧沈海高速前约500米,2014/8/5 6:42
203,3.10104E+15,死亡事故,肇嘉浜路大木桥路西约20米,2014/8/14 23:39
204,3.10119E+15,死亡事故,青赵公路出曙光路北约200米,2014/8/5 7:43
205,3.10116E+15,死亡事故,张杨北路航津路东约1米,2014/8/14 22:03
206,3.10114E+15,死亡事故,伊宁路永盛路西约100米,2014/9/10 6:42
207,3.10116E+15,死亡事故,金张公路进建乐路南约10米,2014/8/28 15:30
208,3.10116E+15,死亡事故,老芦公路两港大道西北约5米,2014/8/8 9:52
209,3.1023E+15,死亡事故,三沙洪路出人民路北约30米,2014/10/24 7:27
210,3.10115E+15,死亡事故,嘉安公路回城西路南约10米,2014/8/24 17:51
211,3.10118E+15,死亡事故,沈海高速西侧1295km约900米,2014/7/25 1:50
212,3.10121E+15,死亡事故,团青公路奉村路东约2米,2014/7/25 4:05
213,3.10115E+15,死亡事故,宝安公路嘉松北路西约5米,2014/10/14 10:01
214,3.10108E+15,伤人事故,恒丰路天目西路北约1米,2014/7/28 10:15
215,3.10116E+15,死亡事故,华夏高架路东侧BWP0280约1米,2014/7/27 8:05
216,3.10116E+15,死亡事故,沪南公路上南路东约20米,2014/8/11 23:20
217,3.10113E+15,伤人事故,七莘路华茂路北约100米,2014/10/23 22:37
218,3.10112E+15,伤人事故,剑川路老中春路北约2米,2014/10/22 15:12
219,3.10118E+15,死亡事故,文翔路进辰塔路西约300米,2014/9/23 6:50
220,3.10115E+15,死亡事故,浦东北路大同路西北约10米,2014/8/11 9:35
221,3.10113E+15,死亡事故,剑川路出金平路西约10米,2014/7/29 21:05
222,3.10116E+15,死亡事故,老芦公路进三三公路南约100米,2014/7/28 4:25
223,3.10104E+15,死亡事故,沪闵路虹梅路东北约10米,2014/9/4 6:26
224,3.10116E+15,死亡事故,华东路进华夏东路北约600米,2014/10/29 11:50
225,3.10116E+15,死亡事故,华夏中路金科路东约1米,2014/7/11 20:43
226,3.10113E+15,死亡事故,莲花南路银都路北约300米,2014/10/14 10:35
227,3.10112E+15,死亡事故,中春路进黎安路南约1000米,2014/7/27 0:32
228,3.10113E+15,死亡事故,富锦路出同济路西约500米,2014/9/20 16:10
229,3.10115E+15,死亡事故,沪城环路出大学城共享区道路北约200米,2014/9/14 17:25
230,3.10116E+15,死亡事故,世纪大道进东方路西约100米,2014/9/7 20:55
231,3.10117E+15,死亡事故,叶新公路进文工路东约50米,2014/10/2 8:35
232,3.10113E+15,伤人事故,沪闵路元江路北约120米,2014/9/16 12:44
233,3.10117E+15,死亡事故,张庄公路塔闵公路北约3000米,2014/9/2 15:05
234,3.10105E+15,死亡事故,罗秀路进虹梅南路(西)东约60米,2014/9/27 0:02
235,3.10114E+15,死亡事故,宝钱公路嘉唐公路东约2000米,2014/10/29 8:26
236,3.10118E+15,死亡事故,华徐公路进盈港东路南约200米,2014/12/8 14:34
237,3.10116E+15,死亡事故,申江路进高科中路北约50米,2014/12/2 15:40
238,3.10107E+15,伤人事故,光复西路进大渡河路(西)东约60米,2014/8/22 12:00
239,3.10113E+15,伤人事故,陈行公路苏召路西约0米,2014/8/16 16:59
240,3.10221E+15,伤人事故,东海大桥进沪K11约0米,2014/7/21 23:10
241,3.10111E+15,死亡事故,包头路进嫩江路北约230米,2014/11/30 19:48
242,3.10108E+15,伤人事故,老沪太路进沪太路东约100米,2014/8/2 5:04
243,3.10119E+15,死亡事故,沪渝高速北侧50km约600米,2014/7/22 1:50
244,3.10118E+15,伤人事故,莘松路场东路西约5米,2014/8/13 10:46
245,3.10225E+15,死亡事故,北进场路浦东机场北立交东约0米,2014/7/21 1:10
246,3.10116E+15,死亡事故,国展路进云台路东约70米,2014/9/19 9:57
247,3.10117E+15,死亡事故,沈海高速东侧1307km约400米,2015/1/9 19:20
248,3.10113E+15,死亡事故,申嘉湖高速北侧34km约500米,2014/8/29 22:00
249,3.10107E+15,伤人事故,余姚路延平路南约3米,2014/7/5 15:10
250,3.10113E+15,伤人事故,宜山路进古美路东约60米,2014/9/4 20:04
251,3.10117E+15,死亡事故,人民北路出辰花路南约150米,2014/9/14 15:40
252,3.10114E+15,死亡事故,友谊路进江杨北路西约1958米,2014/8/22 17:15
253,3.10119E+15,死亡事故,沪渝高速北侧50km约700米,2014/7/22 4:40
254,3.10113E+15,伤人事故,北松公路进中青路东约200米,2014/9/12 10:28
